content,score,Label
"Aplikasinya ok...sangat membantu anak dalam belajar, fiturnya lengkap, terimakasih EdLink..",5,Positif
menurut aq ini aplikasi yang bagus dan juga bermanfaat banget yah ....karna ini sangat membantu dan memudahkan saya saat blajar online,5,Positif
Aplikasinya bagus sekali.untuk sistim penyimpanan tugasnya lebih ditingkatkan lagi kak.agar penyimpanan tidak mudah full .terimakasih,5,Positif
Wah aplikasi yang sangat bermanfaat sekali.oya saya sarankan untuk penyimpanan opsional harus di tambahin.recomented pokoknya,5,Positif
"Mantab ..bintang 5 , recomended aplikasi untuk kegiatan belajar mengajar secara online ...semoga terus dikembangkan menjadi lebih baik lagi",5,Positif
Rekomen banget nih sangat membantu saya dalam belajar materi pelajaran perkuliahan sukses selalu buat aplikasinya,5,Positif
Sangat membantu saya dalam menyelesaikan skripsi banyak sekali materi kuliah di sini,5,Positif
"Aplikasinya sangat membantu banget buat pelajar kaya aku. Jadi gk perlu bingung"" lagi kalau ada pelajaran kelompok.",5,Positif
Aplikasinya sangat bermanfaat dan sangat mudah digunakan. Fitur2nya juga lengkap. Terima kasih EdLink.,5,Positif
Aplikasi edlink membantu para siswa dlm hal pembelajaran dlm forum berupa info dan materi jg bs di dpt dr aplikasi ini.keren sih,5,Positif
"Bagus aplikasinya, sangat membantu sekali untuk cek dan ricek pengumpulan tugas. Tampilannya eye catching dan cara kerja sistemnya juga mudah dimengerti. Good 👍",5,Positif
Wow mantap setelah unduh apk EdLink saya sangat puas dan menyenangkan diskusi lancar dan video conference tidak ada halangan mantul pertahankan,5,Positif
Aplikasi EdLink so far so good menurut saya. Tinggal perbesar bagian panyimpanannya biar lebih enak lagi.,5,Positif
"Bagus aplikasinya, mudah digunakan fiturnya juga banyak jadi lebih mempermudah penggunanya",5,Positif
"Untuk kegiatan belajar online pakai aplikasi Edlink saya akui sih bagus,dan untuk menghapus file nya pun juga mudah.Oh iya satu lagi yaitu tampilan aplikasi nya fresh!",5,Positif
"Aplikasi rusak, harus update kalau mau masuk apk ini gak jelas",1,Negatif
Tolong untuk penghapusan file dipermudah. Untuk menghapus file sulit sekali karena ada peringatan tidak bisa dihapus meski sudah pakai banyak tutorial menghapus tetap tidak bisa. Sedangkan penyimpanan tidak banyak dan cepat penuh. Terimakasih.,5,Positif
"Data mudah penuh, gabisa diperbarui untuk penambahan data, data yang lama juga gabisa di hapus. Tidak muncul notifikasi juga",1,Negatif
"Maaf sebelumnya nihh, tolong dong buat edlink diperbaiki lagi sistemnya, kalo mau ngirim tugas dll suka lemot padahal koneksi jaringan stabil. Terimakasih 🙏",1,Negatif
Apk nya kurang masa belum masuk kan aku siakad eh tulisan nya akun berasil ditambah kan gimna sih padahal belum masukan akun,1,Negatif
Kecewa sih sama api ini!!!! setelah d upgrade emang sih ada beberapa fitur yang makin bagus tapi dalam pengunduhan dokumen itu jadi ribet GK bisa d simpen lama dan tersimpennya d unduhan. Kesel banget pokoknya,1,Negatif
"Kasih masuk dengan opsi link lah astaga dan share link lah, app gaje. Yg buat sape dah",1,Negatif
"Kenapa saat mendownload tugas dari edlink tidak bisa,, sehingga saya susah melihat tugas yg diberikan dosen,, mohon untuk ditingkatkan lagi🙏",2,Negatif
Kenapa penyimpana buat kirim tugas nya tiba tiba penuh?,1,Negatif
"Kalau mau update apk tuh harus nya tau waktu, jangan pas lagi waktu perkuliahan",5,Positif
"Kak, aku habis update version terbaru tapi malah nggak bisa log in ke akun ku, keterangannya akun punya aku udah log in di device lain. Padahal di hp sama laptop nggak log in. Tolong banget ya kak dibantu. Terimakasih",5,Positif
"Masa aplikasi gak bisa di rotate, mau buka lewat web disuruh lewat aplikasi.",1,Negatif
"Wah sangat bagus dan menyenangkan saya jadi tambah pintar, haha",5,Positif
Kurang baik kalau sudah diperbarui versinya masih lelet lemot tolong perbaiki sistemnya saat ngezoom online tidak bisa terhubung,2,Negatif
"Endlink Gak bisa di buka selalu loading padahal udah di update sama di instal ulang tapi tetap aja mau masuk selalu loading ,, mohon di perbaharui lagi🙏🙏",2,Negatif
"Kurang efisien digunakan, terlalu sering login akun dan cukup ribet. Serta fitur kurang membantu karna terlalu berbelit2. Aplikasinya juga kurang bagus, terkadang untuk login akun tidak bisa seakan-akan selalu ada masalah dengan akun kita. Padahal klo di web tetap bisa dibuka, memakan waktu jika hendak digunakan. Saran Beri kemudahn login kepada pengguna, karna hal ini cukup brpengaruh. Beberapa dosen saya pakai apk ini, dan tidak sedikit mahasiswa yg kesulitan untuk login akun.",2,Negatif
"Tolong dong edlink, masa aku mau buka kelas gk bisa cmn gara"" hp versi 6 dan yg bisa akses hp versi 9.0 keatas gk adil bgt",2,Negatif
"loading nya lama, padahal sinyal bagus, kuota masih banyak jg, loading lama banget",1,Negatif
Tidak bisa terhubung dengan siakad semenjak di perbarui yang terahir Mau masuk edlink dari sistem kampus ga bisa dusuruh download dulu di playstore padahal udah di download yang versi terbarunya tolong dibantu perbaiki,3,
Loading lama banget padahl sinyal bagus kuota banyak eh tanya ke teman2 katanya sama. Kenapa sih ini edlink Harus download ulang trs biar gak loading,1,Negatif
kak aplikasi sya di suruh diperbarui apakah aharus di perbarui kak dan nanti apakah datanya tidak hilang kak mohon penjelasannya dan apakah kita bisa masuk kelas nya lagi kak soalnya saya lihat ada yang gk bisa masuk kelas kak saoalanya sekarang saya ad tugas kak saya mau apload tugas kak,5,Positif
"Di update kok nggak bisa ya,padahal mau kuliah jadi terganggu.ini gimana solusi nya biar bisa di update apk nya",3,
"Kenapa apl nya minta di-update mulu, kalo sinyal kecil gbsa dibuka Apl nya, yaampun kendala banget kuliah online",3,
"Tingkatkan lagi untuk aplikasinya, menjadi yang terbaik lagi, dan kenapa kalau di update kok lama mutar nya kenapa ini, tolong diperbaiki lagi sistem nya",5,Positif
"Aplikasinya bagus Kak❤️🙏🏻 hanya saja sedikit saran mohon pada sistem penyimpanan tugas semuanya di bersihkan dulu Kak🙏🏻karena saat ini saya terkendala mengumpulkan tugas pada kelas kuliah saya karena penyimpan nya Full,, 🙏🏻 terima kasih",5,Positif
"Untuk aplikasinya dikasih bintang tiga dulu yah, yang pengen di koreksi tolong dong munculin notifikasi aplikasinya kalo tiba2 muncul ada matkul yang masuk. Sering aja gitu telat masuk karena notifikasinya lambat. Itu aja sih selainnya bagus trimakasih",3,
mantap jiwa... terima kasih sevima....(2019) Sy update review nya... Edlink masih tetap msh mangtap jiwa (2022) Msh relevan dan sangat membantu... Eror eror dikit masih wajar.,5,Positif
"Terima kasih karena sudah menciptakan aplikasi yang tidak berguna, karena apk ini presensi dipersulit, dan pengerjaan kuis tiba-tiba error",1,Negatif
"Sering terjadi gangguan, sehingga kurang efektif dalam kegiatan belajar mengajar. Sangat tidak ramah bintang 1",1,Negatif
Bagaimana kalau penyimpanan tugas Full sedangkan masih banyak tugas yang ingin di kumpulkan dan saat ingin menghapus tugas semester yang lalu Mala tidak bisa di hapus. Mohon direspon ya,5,Positif
"karena tidak bisa pakai versi 4.6.5 force close terus yaudah terpaksa pakai versi sebelumnya, tolong diperbaiki diversi itu kak",3,
Notif ngebug sering banget Kadang upload tugas malah ngestuck gajelas,2,Negatif
"gajelas kelas saya ga langsung muncul di beranda, kebanyakan bacaan yg ga jelas bukan mengutamakan kelas yg muncul di beranda",1,Negatif
Edlink selalu berhenti sendiri dan keluar aplikasi,2,Negatif
"Kenapa ya, kalo saya buka edlink selalu ga support dan keluar dengan sendirinya.. Tolong diperbaiki kedepannya saya susah kalo mau belajar selalu keluar dari edlink terus........",2,Negatif
"Kak izin mau tanya kenapa ya edlink tetep gak bisa log in padahal user id sama kata sandi nya udah bener udah dicoba berulang kali tetep gak bisa dan udah diupdate, mohon kak bantuannya terimakasih 🙏🏻",4,Positif
Terima kasih edlink gara gara apk ini nilai saya bermasalah dan di cap pembohong edlink memang aplikasi belajar yang sangat tdk berguna terima kasih..🙏🏻,1,Negatif
"Tolong format nya di dukung kenapa Zip rar dll gak bisa di kirim padahal dosennya nyuruh kirim itu"")",5,Positif
"Ini kenapa edlink macet, kalo mau liat apa yang di kirim dosen yg terbaru harus melewati notif kalo lewat kelas gk muncul, pdhl biasanya muncul tpi abis di upgrad kyk nggk ad kelas yg baru cmn yg lama, kn jadi susah, ribet banget jadi nyesel upgrad nyaa",1,Negatif
"Tidak mudah untuk digunakan, terlalu bercampur antara kelas dengan berita atau iklan dari edlink sendiri yang tidak jelas",1,Negatif
"Kak, knapa gk bisa log in.? Katanya username dan password salah, pdahal udah benar yg dimasukin.. melalui link dan buka di crhome bisa. Tetapi di aplikasi ini gak bisa",1,Negatif
"Min urgent ini kenapa ya token bermasalah terus, padahal baru download dan baru login, mau ngisi KRS jd gabisa karena selalu ada tulisan ""token bermasalah"" mohon bantuannya terima kasih",3,
"Susah di download masa udah berkali kali download kurang dikit lama bener aku abis itu coba buat download aplikasi yang lainnya bisa tuh, hmm ngabisin data orang lagi buru buru juga ada kuliah",1,Negatif
"Kak ini urgent bnget, knapa setiap ada kuis jwabannya gk bisa dipilih trus waktunya udh habis otomatis kan gk bisa milih jwaban klo waktunya hbis pdahal blum jawab apa². Akun edlink aku yg bermasalah atau gimana kak, klo iya gmana cara mmperbaikinya. Tolong sarannya kak, cuman karena gara-gara kuis nilai eror :( Bsok aku ada uas kak trus kuis gmana klo edlink aku eror dan gak bisa ngerjain soal",2,Negatif
"tolong perbaiki aplikasi ini,jaringan udah stabil tapi kenapa selalu eror saya jadi telat mengisi kuis ujian dikarenakan pilihan tidak bisa dijawab karena loading padahl jaringan saya sudah stabil",1,Negatif
Ed link skrg kurang optimal di banding sebelum update,2,Negatif
"Ini aplikasinya ngebug atau bagaimana sih? Saya aploud tugas sebesar 200kb kok di edlink jadi 19gb? Saya jadi tidak bisa mengumpulkan tugas lagi, tolong jawabannya",1,Negatif
"Sangat tidak bagus, lambat loading, bikin emosi. Mohon diperbaiki",1,Negatif
Dear admin...ini kenapa ya saya buka edlink buffering terus ..mohon pencerahaan nya min,2,Negatif
"Mas mba operator, edlink saya kenapa gabisa save file kepenyimpanan hp, terus filenya gabusa dibuka juga, padahal sudah di izinkan dipengaturan hp nya, tapi tetap gabisa juga, tolong sarannya susah bgt gini mau buka file materi kuliah 😭😭😭",1,Negatif
"Min ini kenapa yah setiap buka edlink durasi login lama banget, padahal jaringan bagus-bagus aja. Tolong di perbaiki yah min, soalnya bisa ngaruh sama tugas dan kehadiran di kampus.",2,Negatif
Penyimpanan penuh dan gak bisa hapus sangat mengecewakan saja,1,Negatif
"Gabisa masuk Aplikasi, Data tidak ditemukan, padahal sudah benar, Tapi login di Web bisa.",3,
"Kak..ini kenapa pada saya mengikuti Quis pada soal Pilihan Ganda(PG), itu saya tidak bisa tekan huruf obsen(A,B,C,D)...itu kenapa bisa terjadi model bgitu kak? Sampai saya mendapatkan nilai 0 😭😔 Tolong kasi solusinya bagaimana kak?😭😭🙏",2,Negatif
"Tolong pihak edlink Perbaiki aplikasinya Saya kuliah telat Mulu Kenapa diedlink tidak ada fitur Notifikasi yang Berbunyi? Tolong tambahkan notifikasi yg berbunyi sprt aplikasi lain,Dan Juga Untuk Postingan terbaru selalu ada dibawah postingan lama tolong saya kira tidak ada tugas dari dosen",3,
Kalo mau ndownload file susah bgt. Sering trobel juga,1,Negatif
"Format zip rar tidak mendukung, sedangkan dosen minta file format rar zip",1,Negatif
"Hai admin kenapa saya login lewat google tiba"" apknya FC padahal saya pake android keluaran terbaru mohon penjelasannya ya",1,Negatif
Tolong kok tugas file saya yang udah hilang semua. Ini bagaimana ya cara mengembalikannya🙏🏻😭,2,Negatif
"Dokumen tidak bisa dibuka melalui aplikasinya, jadi membukanya harus lewat file dulu baru bisa, padahal sebelum update bisa dibuka melalui aplikasinya langsung Mohon diperbaiki bug nya",1,Negatif
"Kok saya ga bisa absen, setelah scan QR malah ngefreeze dan ga muncul konfirmasi hadir kelas. Jadi saya ga terhitung hadir.",2,Negatif
"Udah download file tpi gak bisa2 di buka,bikin susah sekarang",1,Negatif
"Dear developer yang terhormat, tolong postingan dosen yang terbaru di letak paling atas, masa postingan yang lama di paling atas dan yang terbaru di bawahnya, saya kira ga ada postingan lgi. Tolong lh di perbaiki, walaupun postingan yang lama komentarnya 1 jt triliun jgn lgi di naikin ke atas. Gimna mau nyaman make nya.",1,Negatif
"Jelek bgt tiba2 keluar udh d update juga terus masa data tidak d temukan,tpi d web bisa 👎",1,Negatif
"Sudah membuat sekali apk ini tapi sayang nya, tiap kali di up masalah yg timbul malah aneh aneh. Ini kenapa file yang di kirim dosen tidak bisa di buka padahal sudah selesai terundo. Sekian dan terimakasih",2,Negatif
JELEK BANGET. Masa tiap klik kelas akademik tbtb keluar sendiri terus. Udah berapa minggu kek gini percuma banget download dihp tapi gabisa kepake,1,Negatif
Kenapa edlink selalu update terus sih. Banyak sekali erornya. Gak bagus aplikasi ini.,1,Negatif
Hallo . Kenapah sih saya gak bisa posting ke informasi selalu muncur gangguan jarian,1,Negatif
Tolonglah perbaiki jangan lelet trus..dikit2 harus upgrade trs,2,Negatif
Tolong aplikasi nya di update lagi.. Bagi pengguna smartphone kami tidak bisa melihat unduhan materi yg dikirmkan dosen karena tidak tersimpan di aplikasi nya. ini menjadi kesulitan kami dalam belajar maksimal dan efisien.,2,Negatif
"Tolong diperbaiki dong, jadi gak bisa liat file yg telah di dwnld setelah di perbarui",1,Negatif
Kak ini kenapa ya kalo saya mau ngunduh file pdf atau word yang diberikan dosen gabisa ya malah disuruh cek lagi,1,Negatif
"Najis lemot banget servernya, makin d upgrade malah makin gk enak",1,Negatif
Kenapa yah setiap buka edlink harus di update terus:(,3,
"Sangat sedih karena saya harus mengulang kembali mengirimkan tugas pada dosen pasalnya tiba-tiba filenya hilang saat saya kembali login... Untuk kedepannya saya harap tidak ada masalah lagi, terimakasih",5,Positif
"keseringan update bukannya makin bagus malah makin rusak apknya, keluar sendiri trus ladang suka eror harus akses lewat web klo mau buka edlink🔪",1,Negatif
Saya selalu mahasiswa merasa kecewa sekli dengan aplikasi ini sdh brpa kali aku login untuk masuk untuk megerjakan tugas tpi ngak bisa login di pake akun siakad kampus ttp ngak jadi pake akun email ngak jadi jug🤔🤔🙄😏,1,Negatif
"Keluar sendiri dari akun edlink siakad di hp. Pas isi lolom buat masuk lagi eh malah ga bisa. Tapi giliran di buka di pc, baru bisa. Kenapa ya? Padahal ngrrjain apa apa di hp saat ini tuh memudahkan banget. Ini malah kudu balik lagi ke.. laptop. Eeaa",1,Negatif
Susah mengirim tugas padahal sudah ada di file document tapi pas buka edlink gak adaa,1,Negatif
Android versi 10 tidak bisa melihat file di berkas,1,Negatif
"Saya seorang mahasiswa selaku pengguna aplikasi tersebut merasa kecewa, entah kesalahan ini datang dari dosen saya ataukah dari aplikasi tersebut. Nilai UTS satu kelas saya eror, paling tinggi hanya dapat 30an padahal soal dan jawaban sama percis dengan kelas lain tapi nilai kami berbeda. Secara keseluruhan aplikasi tersebut memiliki tampilan yan bagus dengan pemilihan warna yang nyaman untuk dilihat dalam waktu yang cukup lama dan juga untuk mengerjakan tugas atau kuis di edlink sangat bagus.",3,
Maaf untuk android 11 masih ada bug tidak bisa upload file,2,Negatif
"Semakin update, edlink malah semakin lelet, dari buka aplikasi sering gangguan, terus buka kelas lambat banget, download sama upload file sering gangguan dan error",1,Negatif
"Mohon segera diperbaiki admin untuk software nya, karena menyakut tugas"" materi diberikan kepada mahasiswa, kalau eror gini gimana untuk pembelajaran nnyaa...",1,Negatif
"Tolong ini edlink makin ada update makin tidak jelas, file yg dikirim dosen selalu tidak bisa terbuka dan kenapa file setiap mau dibuka harus download ulang dan sering tidak tersimpan. Tolong diperbaiki ini karena sangat menyusahkan perkuliahan kami",1,Negatif
Data nya malah hilang setelah di-update,1,Negatif
"Apk ribet upload tugas gak ketemu padahal jelas2 ada di folder gak jelas banget,terus update juga perlu ruang sangat besar apk cacat,ribet, ukuran besar pula ngga banget pokoknya.",1,Negatif
"Saya mau bertanya, setelah melakukan pembaharuan ada info izinkan audio dan video, apakah fungsi tersebut dapat merekam ucapan dan aktivitas kita pada saat pengerjaan?. Tolong penjelasannya",3,
Aplikasi gajelas makin di update makin gk bisa digunain,1,Negatif
"Kemarin update udah 3 kali masih kurang bagus aplikasinya, pas update ke 4 kalinya, baru baguss aplikasinya 😊",5,Positif
"Kak, download filenya skarang kok ga langsung masuk di edlink file ya. Bisa terdownload dan dibuka tapi tempat filenya ga speri sebelumnya. Mohon diperbaiki ya",3,
"Hallo Hallo, Kenapa saya baru Update ini Apk, File yang pernah saya download menghilang semua ya?? Kejadian ini juga di alami beberapa teman saya juga. Edit: Mau tidak mau saya download ulang, untungnya file yang di uplod masih bisa di download lg.",4,Positif
"Kok update terus ya ,, klaw gini terus bisa² eror",5,Positif
Setelah di update aplikasinya error trus susah kirim tugas juga 😭,1,Negatif
Kenapa edlink saya tidak bisa memutar video yang di berikan oleh dosen saya. Setiap saya klik ada kesalahan dalam pemutar video. Padahal dosen saya mengirim perkuliahan lewat video.,1,Negatif
Kalau ada notifikasi pasti selalu nge-vibrate. Itu gimana matiinnya ya? Makan tuh bintang 1.,1,Negatif
Yg versi lama bisa upload tugas file pdf.. Di versi yang sekarang kok file nya ga ad yah??? Ga kebaca gitu,1,Negatif
"Aplikasi kurang membantu, updead teruss sehingga membuat hp error dan tidak kondusif",1,Negatif
"Saya update udah 3 hari, tapi ga bisa terus. Di coba berulang ulang tapi tetep ga bisa. Tolong dong jangan mempersulit orang. Jadi kan kita jugak bisa ikut kelas karna ga bisa buka edlink nya",1,Negatif
Sudah ngirim tugas 4hari sebelum tenggat waktu pas diliat lagi waktu saat tenggat waktunya abis file nya gk ada gk kekirim file nya alhasil saya gk dapet nilai...... mantap edlink aplikasi terbaik,1,Negatif
"Gak asik nih, sedikit2 harus di perbarui, padahal kan pas mau ngumpulin tugas mana waktunya udah mepet eh ini harus update dulu. Kembaliin seperti dulu lagi dong",3,
Tugas tidak masuk pasal adlink eror mulu.. Gak kuat ambil jaringan kali ya,1,Negatif
Terlalu cepat siklus pembaruan,2,Negatif
Ini aplikasi kerasukan. Pas buka kelas malah kluar sndri. Bangke kali,1,Negatif
Makasih min udah di benerin bug nya. Nih tak kasih bintang 5 semoga performa dan kelancarannya di pertahankan bahkan kalau bisai tingkatin lagi. semoga juga menjadi aplikasi yang bisa di andalkan di segala kondisi,5,Positif
"Kenapa aplikasi nya tidak mau dibuka padahal sangat penting untuk perkuliahan saya, tolong perbaiki",1,Negatif
"Selalu ada pembaruan, namun bukannya bagus malah gtulah gk ngertii. Gk bisa putar vidio, file yang sudah di download tidak adaaa. Mending edlink yang dulu baguss",1,Negatif
"Kek mana sih edlink, diperbarui malah gak bisa2, habis itu aplikasi nya dinhapus lalu di download lagi pun. Enggak bisa2",1,Negatif
"Kalo lgi ngrjain quiz terus sinyal ny jelek, jawaban ga msuk jdi nilai quizz kecil. Knp ga msuk saya udh cape2 mikir jwban ga msuk!",1,Negatif
"Beberapa kali update tetap saja banyak eror sistem, baik aplikasi maupun web nya kacau",1,Negatif
"Halo aplikasi anda bikin sangat lh mengecewakan,saya update ke versi terbaru tiba² error,gimana mau maju pendidikan indonesia ini saat pandemi, sedangkan aplikasi buatan Indonesia aja buruk dan tidak bagus",1,Negatif
"Tidak bisa mengunduh materi, tidak bisa di update, mohon di perbaiki 🙏",1,Negatif
"Setiap hari harus di perbaharui terus ,,,, terus gk bisa upload file lagi,,,",1,Negatif
"Mohon Agar Developer apk nya lebih perhatian ke apklikasi nya,ini emang sistem pengaturan cuma ada 2 saja kah atau gimana,Sering""lah perbaik bug 😐",2,Negatif
Tiba-tiba file di semua folder kosong ketika mau menambahkan ke library edlink,3,
"Aplikasi ini kadang Lemot, Disaat Download File Tugas yang mau dikirim kenapa bisa lemottt🙄🙆🙆",3,
Sya kasih bintang satu karena aplikasi ini hampir tiap saat update tapi tidak ada perubahan yang signifikan ...buruk,1,Negatif
Semenjak di upgrade jadi makin susah dan selalu minta diUpgrade terus menerus 👎,1,Negatif
"Update mulu garing, mana sering nge down, kadang banyak error.. Ayo lah lebih baik lagi.",1,Negatif
"Aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim file,gimana ya",5,Positif
"Pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya. Pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya 3 hari sebelum dedline, sinyal ga ada masalah juga",1,Negatif
"Tolong lah , di buat versi lama aja , susah mengirim tugas file nya gak bisa di unduh , selalu lelet kalo buka edlink setelah di instal ke versi baru , versi lama udah bagus kali menurut ku , jan di ganti"" lah tolong",1,Negatif
File buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali,1,Negatif
"Kenapa update terus yah apk nya ? Padahal baru kemaren di update , sekarang udah update lagi",1,Negatif
"kok semenjak update,kok gak bisa kirim tugas sih?hapus file di edlink aja gakbisa!!tolong nih di benahi lagi!!",1,Negatif
"Saya ketinggalan tugas kuliah Gara-gara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa"", Update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa. MOHON SEGERA DIPERBAIKI",2,Negatif
kenapa tidak bisa upload file min. dan tidak kebaca semua file di saya,1,Negatif
Serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt Dah lah,1,Negatif
Ini setelah update kenapa jadi tidak bisa kirim file ya? File yang ada tidak bisa di submit. Tolong segera diperbaiki ini sangat menghambat,1,Negatif
Knp aplikasinya tidak bisa membaca file documen,1,Negatif
"Ini kenapa setelah didownload malah jadi tidak ada di file sih. Login pake akun siakad juga gak masuk2, jangan bikin negthink dong",2,Negatif
"Setelah di update,kinerja apknya malah menurun👎",1,Negatif
"Barusan udah update, eh malah pas mau ngirim tugas gk bisa, gk kebaca atau gk ditemukan gitu file nya, gmna sih iniiii malah bntar lagi deadline takut terus gini",2,Negatif
"Halo mimin, boleh tanya. Kenapa begitu selesai update aplikasi forum kelasnya tidak muncul , padahal di Edlink web nyata2 ada. Udah saya log out ulang, juga install ulang masih tidak berhasil. Bagaimana ini?",5,Positif
Ini kenapa ya min cmn mengunduh doang tapi hasil unduhan nya gk ada dan gk bs dibuka cmn mengunduh doang tlg di fix kuliah jd gk lancar kbnykn mahasiswa problem hampir sama seperti ini sehabis update,3,
"gajelas, file gabisa kebaca padahal udah ada semua applikasi pembaca, gabisa ngirim tugas",3,
"Banyak bugnya, filenya banyak yang nggak kebaca",1,Negatif
"Maaf sebelumnya ni, aplikasi sekarang kurang bagus karena untuk mendownload file tugas sudah susah, tolong diperbaiki",3,
"Setelah saya update edlink ke versi terbaru, saya tidak bisa mendownload materi. Saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa. Mohon dijawab karena ini penting untuk perkuliahan saya.",1,Negatif
"Setelah di update malah makin kacau. Buka materi yg isinya video youtube ga bisa, buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbarui,cuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf",1,Negatif
"Halo min, kenpa edlink punya saya saat mau mengirim tugas, saat di cek di folder dalam HP mengapa tidak ada filenya yah, padahal filenya ada, seperti tidak terbaca file yang akan di kirim dalam bentuk PDF?",3,
"Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file",1,Negatif
"Kenapa tidak bisa kirim file tugas ya min, file yang ada di media library juga tidak bisa dihapus, file yang ada di dokumen ponsel juga tidak muncul, gimana bisa up min kalo gini??? Mohon dibenarkan ya min apknya, terimakasih",1,Negatif
"Kenapaa setelah di-update tidak bisa untuk mengunduh file,mengirim file? Mohon bantuannya",1,Negatif
"Tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store, udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺, klo sistem itu baik baru aku ganti bintangnya",1,Negatif
"Mohon maaf, kenapa di saya matakuliah akademiknya kosong ya. Saya jadi gk bisa ngirim tugas 🙏",2,Negatif
"Halo min. Mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file. Ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan. Sebelumnya ada peringatan perbarui edlink, setelah saya perbarui jadi gak bisa buat ngunduh. Mohon bantuannya min🙏",5,Positif
"Untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll, sedangkan saya sudah ada WPS yg bisa membaca pdf dll. Saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh.",2,Negatif
Ini knp si min . Udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,1,Negatif
"Admin kenapa ya,saya ini sudah sinkronisasi kelas sejak lama tapi semenjak di update edlink nya sekarang saya tidak bisa melihat matkul di kelas akademik atau kosong padahal saya sudah sinkronisasi kelasnya,jadi gimana ini maksudnya?",3,
"Setelah diperbarui kenapa gabisa buat ngirim tugas sih, tugas ga kekirim kirim help me",1,Negatif
"Saya gak bisa download file dan buka file , juga upload file tugas , gimana solusinya yaa ?",3,
"suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana? di cari cari kga ada ada, ada yg bisa langsung minta save, tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana",2,Negatif
Admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,1,Negatif
"Halo min mau tanya , saya kok gabisa up tugas karena sudah penuh kapasitasnya , lalu saya mau hapus tugas lama juga tidak bisa , jadinya saya gabisa ngirim tugas , tolong kasi sarannya ya biar bsa up tugas lagi , makasi min",3,
Mengapa file PDF nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen?,2,Negatif
"Tolong untuk edlink web nya diperbaikin dong, sekarang di edlink web kita tidak masuk kelas akademik, dan juga mengumpulkan tugas",2,Negatif
Tidak mendapatkann kode verifikasi di email untuk mendaftar.,1,Negatif
"Mohon arahan terjadi masalah pada pendaftaran akun baru edlink, untuk pengiriman Kode Verifikasi melalui E-mail tidak bisa semua",3,
"Tolong perbaiki ya, mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email. Terima kasih",1,Negatif
"Kode verifikasi tidak masuk, sudah saya kirim beberap kali tetep aja. Susah untuk daftar. Sudah beberapa email yang saya pakai tetep saja sulit",1,Negatif
Tolong jelasin min untuk daftar ke edlink tidak ada pesan masuk kode verifikasinya dan ketika langsung lanjutkan dengan akun google malah langsung keluar dari apk edlink??,3,
Bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 😆😆😆,5,Positif
"Penyimpanan opsional terlalu dikit, semoga kedepannya bisa di tingkatkan lagi,untuk UI tampilan sudah bagus dan mudah di pahami,tapi masih ada problem error² ketika membuka aplikasi ini , Semoga kedepannya penyimpanan dan masalah error' di fix Terimakasih",5,Positif
Agak ribet aplikasi nya buat agar lebih mudah dan tampilan nya juga di rapihin lagi okeh 😂😄😃😀☺️👍,3,
Bagus dan terus tingkatkan agar lebih baik,4,Positif
Kok Edlink gak bisa scroll kebawah mau liat nilai dan dan lain2nya🤔,2,Negatif
Kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,2,Negatif
