content,score,label,txt
"Halo aplikasi anda bikin sangat lh mengecewakan,saya update ke versi terbaru tiba² error,gimana mau maju pendidikan indonesia ini saat pandemi, sedangkan aplikasi buatan Indonesia aja buruk dan tidak bagus",1,Negatif,halo aplikasi anda bikin sangat lh mengecewakansaya update ke versi terbaru tiba errorgimana mau maju pendidikan indonesia ini saat pandemi sedangkan aplikasi buatan indonesia aja buruk dan tidak bagus
"Tidak bisa mengunduh materi, tidak bisa di update, mohon di perbaiki 🙏",1,Negatif,tidak bisa mengunduh materi tidak bisa di update mohon di perbaiki 
"Setiap hari harus di perbaharui terus ,,,, terus gk bisa upload file lagi,,,",1,Negatif,setiap hari harus di perbaharui terus  terus gk bisa upload file lagi
"Mohon Agar Developer apk nya lebih perhatian ke apklikasi nya,ini emang sistem pengaturan cuma ada 2 saja kah atau gimana,Sering""lah perbaik bug 😐",2,Negatif,mohon agar developer apk nya lebih perhatian ke apklikasi nyaini emang sistem pengaturan cuma ada  saja kah atau gimanaseringlah perbaik bug 
Sya kasih bintang satu karena aplikasi ini hampir tiap saat update tapi tidak ada perubahan yang signifikan ...buruk,1,Negatif,sya kasih bintang satu karena aplikasi ini hampir tiap saat update tapi tidak ada perubahan yang signifikan buruk
Semenjak di upgrade jadi makin susah dan selalu minta diUpgrade terus menerus 👎,1,Negatif,semenjak di upgrade jadi makin susah dan selalu minta diupgrade terus menerus 
"Update mulu garing, mana sering nge down, kadang banyak error.. Ayo lah lebih baik lagi.",1,Negatif,update mulu garing mana sering nge down kadang banyak error ayo lah lebih baik lagi
"Aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim file,gimana ya",5,Positif,aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim filegimana ya
"Pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya. Pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya 3 hari sebelum dedline, sinyal ga ada masalah juga",1,Negatif,pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya  hari sebelum dedline sinyal ga ada masalah juga
"Tolong lah , di buat versi lama aja , susah mengirim tugas file nya gak bisa di unduh , selalu lelet kalo buka edlink setelah di instal ke versi baru , versi lama udah bagus kali menurut ku , jan di ganti"" lah tolong",1,Negatif,tolong lah  di buat versi lama aja  susah mengirim tugas file nya gak bisa di unduh  selalu lelet kalo buka edlink setelah di instal ke versi baru  versi lama udah bagus kali menurut ku  jan di ganti lah tolong
File buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali,1,Negatif,file buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali
"Kenapa update terus yah apk nya ? Padahal baru kemaren di update , sekarang udah update lagi",1,Negatif,kenapa update terus yah apk nya  padahal baru kemaren di update  sekarang udah update lagi
"kok semenjak update,kok gak bisa kirim tugas sih?hapus file di edlink aja gakbisa!!tolong nih di benahi lagi!!",1,Negatif,kok semenjak updatekok gak bisa kirim tugas sihhapus file di edlink aja gakbisatolong nih di benahi lagi
"Saya ketinggalan tugas kuliah Gara-gara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa"", Update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa. MOHON SEGERA DIPERBAIKI",2,Negatif,saya ketinggalan tugas kuliah garagara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa mohon segera diperbaiki
kenapa tidak bisa upload file min. dan tidak kebaca semua file di saya,1,Negatif,kenapa tidak bisa upload file min dan tidak kebaca semua file di saya
Serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt Dah lah,1,Negatif,serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt dah lah
Ini setelah update kenapa jadi tidak bisa kirim file ya? File yang ada tidak bisa di submit. Tolong segera diperbaiki ini sangat menghambat,1,Negatif,ini setelah update kenapa jadi tidak bisa kirim file ya file yang ada tidak bisa di submit tolong segera diperbaiki ini sangat menghambat
Knp aplikasinya tidak bisa membaca file documen,1,Negatif,knp aplikasinya tidak bisa membaca file documen
"Ini kenapa setelah didownload malah jadi tidak ada di file sih. Login pake akun siakad juga gak masuk2, jangan bikin negthink dong",2,Negatif,ini kenapa setelah didownload malah jadi tidak ada di file sih login pake akun siakad juga gak masuk jangan bikin negthink dong
"Setelah di update,kinerja apknya malah menurun👎",1,Negatif,setelah di updatekinerja apknya malah menurun
"Barusan udah update, eh malah pas mau ngirim tugas gk bisa, gk kebaca atau gk ditemukan gitu file nya, gmna sih iniiii malah bntar lagi deadline takut terus gini",2,Negatif,barusan udah update eh malah pas mau ngirim tugas gk bisa gk kebaca atau gk ditemukan gitu file nya gmna sih iniiii malah bntar lagi deadline takut terus gini
"Halo mimin, boleh tanya. Kenapa begitu selesai update aplikasi forum kelasnya tidak muncul , padahal di Edlink web nyata2 ada. Udah saya log out ulang, juga install ulang masih tidak berhasil. Bagaimana ini?",5,Positif,halo mimin boleh tanya kenapa begitu selesai update aplikasi forum kelasnya tidak muncul  padahal di edlink web nyata ada udah saya log out ulang juga install ulang masih tidak berhasil bagaimana ini
"Banyak bugnya, filenya banyak yang nggak kebaca",1,Negatif,banyak bugnya filenya banyak yang nggak kebaca
"Setelah saya update edlink ke versi terbaru, saya tidak bisa mendownload materi. Saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa. Mohon dijawab karena ini penting untuk perkuliahan saya.",1,Negatif,setelah saya update edlink ke versi terbaru saya tidak bisa mendownload materi saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa mohon dijawab karena ini penting untuk perkuliahan saya
"Setelah di update malah makin kacau. Buka materi yg isinya video youtube ga bisa, buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbarui,cuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf",1,Negatif,setelah di update malah makin kacau buka materi yg isinya video youtube ga bisa buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbaruicuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf
"Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file",1,Negatif,habis pembaruan edlink tidak bisa baca file di hp jadi ga bisa upload file
"Kenapa tidak bisa kirim file tugas ya min, file yang ada di media library juga tidak bisa dihapus, file yang ada di dokumen ponsel juga tidak muncul, gimana bisa up min kalo gini??? Mohon dibenarkan ya min apknya, terimakasih",1,Negatif,kenapa tidak bisa kirim file tugas ya min file yang ada di media library juga tidak bisa dihapus file yang ada di dokumen ponsel juga tidak muncul gimana bisa up min kalo gini mohon dibenarkan ya min apknya terimakasih
"Kenapaa setelah di-update tidak bisa untuk mengunduh file,mengirim file? Mohon bantuannya",1,Negatif,kenapaa setelah diupdate tidak bisa untuk mengunduh filemengirim file mohon bantuannya
"Tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store, udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺, klo sistem itu baik baru aku ganti bintangnya",1,Negatif,tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting klo sistem itu baik baru aku ganti bintangnya
"Mohon maaf, kenapa di saya matakuliah akademiknya kosong ya. Saya jadi gk bisa ngirim tugas 🙏",2,Negatif,mohon maaf kenapa di saya matakuliah akademiknya kosong ya saya jadi gk bisa ngirim tugas 
"Halo min. Mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file. Ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan. Sebelumnya ada peringatan perbarui edlink, setelah saya perbarui jadi gak bisa buat ngunduh. Mohon bantuannya min🙏",5,Positif,halo min mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan sebelumnya ada peringatan perbarui edlink setelah saya perbarui jadi gak bisa buat ngunduh mohon bantuannya min
"Untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll, sedangkan saya sudah ada WPS yg bisa membaca pdf dll. Saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh.",2,Negatif,untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll sedangkan saya sudah ada wps yg bisa membaca pdf dll saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh
Ini knp si min . Udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,1,Negatif,ini knp si min  udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga
"Setelah diperbarui kenapa gabisa buat ngirim tugas sih, tugas ga kekirim kirim help me",1,Negatif,setelah diperbarui kenapa gabisa buat ngirim tugas sih tugas ga kekirim kirim help me
"suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana? di cari cari kga ada ada, ada yg bisa langsung minta save, tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana",2,Negatif,suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana di cari cari kga ada ada ada yg bisa langsung minta save tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana
Admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,1,Negatif,admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen
Mengapa file PDF nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen?,2,Negatif,mengapa file pdf nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen
"Tolong untuk edlink web nya diperbaikin dong, sekarang di edlink web kita tidak masuk kelas akademik, dan juga mengumpulkan tugas",2,Negatif,tolong untuk edlink web nya diperbaikin dong sekarang di edlink web kita tidak masuk kelas akademik dan juga mengumpulkan tugas
Tidak mendapatkann kode verifikasi di email untuk mendaftar.,1,Negatif,tidak mendapatkann kode verifikasi di email untuk mendaftar
"Tolong perbaiki ya, mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email. Terima kasih",1,Negatif,tolong perbaiki ya mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email terima kasih
"Kode verifikasi tidak masuk, sudah saya kirim beberap kali tetep aja. Susah untuk daftar. Sudah beberapa email yang saya pakai tetep saja sulit",1,Negatif,kode verifikasi tidak masuk sudah saya kirim beberap kali tetep aja susah untuk daftar sudah beberapa email yang saya pakai tetep saja sulit
Bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 😆😆😆,5,Positif,bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 
"Penyimpanan opsional terlalu dikit, semoga kedepannya bisa di tingkatkan lagi,untuk UI tampilan sudah bagus dan mudah di pahami,tapi masih ada problem error² ketika membuka aplikasi ini , Semoga kedepannya penyimpanan dan masalah error' di fix Terimakasih",5,Positif,penyimpanan opsional terlalu dikit semoga kedepannya bisa di tingkatkan lagiuntuk ui tampilan sudah bagus dan mudah di pahamitapi masih ada problem error ketika membuka aplikasi ini  semoga kedepannya penyimpanan dan masalah error di fix terimakasih
Bagus dan terus tingkatkan agar lebih baik,4,Positif,bagus dan terus tingkatkan agar lebih baik
Kok Edlink gak bisa scroll kebawah mau liat nilai dan dan lain2nya🤔,2,Negatif,kok edlink gak bisa scroll kebawah mau liat nilai dan dan lainnya
Kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,2,Negatif,kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil
"Mohon kpda Edlink, Tolong saya Di Tanggapi, Kenapa saya tidak bisa ganti nama user (profil) setelah saya simpan tidak bisa diterapkan malah muncul notifikasi ( vaildation.digits.beteen ) ad solusinya atau gimana?",2,Negatif,mohon kpda edlink tolong saya di tanggapi kenapa saya tidak bisa ganti nama user profil setelah saya simpan tidak bisa diterapkan malah muncul notifikasi  vaildationdigitsbeteen  ad solusinya atau gimana
"Gak bisa absen qr sementara teman"" yang lainnya bisa.",1,Negatif,gak bisa absen qr sementara teman yang lainnya bisa
"Apa edlink menggunakan firebase? Jika tidak, database apa yang digunakan edlink? Bintang 5 setelah ada jawaban pasti.",1,Negatif,apa edlink menggunakan firebase jika tidak database apa yang digunakan edlink bintang  setelah ada jawaban pasti
"Ini aplikasi nya gk sinkron sama yang di web,tolong dibenerin lagi",1,Negatif,ini aplikasi nya gk sinkron sama yang di webtolong dibenerin lagi
"Maaf aplikasi EdLink menurut saya tidak recomended untuk proses pembelajaran, karena suka error dan finally, dosen kembali menggunakan G.Classroom juga",1,Negatif,maaf aplikasi edlink menurut saya tidak recomended untuk proses pembelajaran karena suka error dan finally dosen kembali menggunakan gclassroom juga
Kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini.,1,Negatif,kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini
Membantu dan memudahkan proses pembelajaran,4,Positif,membantu dan memudahkan proses pembelajaran
"Kenapa ya saya gabisa buka edlink, minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka",4,Positif,kenapa ya saya gabisa buka edlink minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka
"Halo, selamat siang,aku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang🙏☺️",4,Positif,halo selamat siangaku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang
"Kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas? Notif tugas dri kelas nya ada tapi pas dibuka tidak bisa, blank halaman kosong saja. Sudah uninstall trus login lagi tetap gaada, gimana ya?",2,Negatif,kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas notif tugas dri kelas nya ada tapi pas dibuka tidak bisa blank halaman kosong saja sudah uninstall trus login lagi tetap gaada gimana ya
"Terlalu sering eror, gangguan, sama terlalu sering harus di apdet",4,Positif,terlalu sering eror gangguan sama terlalu sering harus di apdet
Aplikasinya mudah dipakai dan dipahami tidak ribet,5,Positif,aplikasinya mudah dipakai dan dipahami tidak ribet
"Aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya, intinya bagus :)",5,Positif,aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya intinya bagus 
Ini gimana edlinknya kok bisa instal ya Padahal semua aplikasi ku udah kehapus semua,2,Negatif,ini gimana edlinknya kok bisa instal ya padahal semua aplikasi ku udah kehapus semua
"Kak sya mau bertanya, bagaimana si cara nya menghapus file"" yg sdah dikumpulkan, krna penyimpanan edlink sya sudah full, sehingga tidak bisa mengumpulkan tugas lagi kak. Mohon solusinya kak. Mohon responya kk",2,Negatif,kak sya mau bertanya bagaimana si cara nya menghapus file yg sdah dikumpulkan krna penyimpanan edlink sya sudah full sehingga tidak bisa mengumpulkan tugas lagi kak mohon solusinya kak mohon responya kk
"Mau tanya admin, knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik.... Mohon penjelasan / Bantuan Admin dari sy berhubung saya gunakan Aplikasi ini dlm belajar online 🙏🙏🙏",2,Negatif,mau tanya admin knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik mohon penjelasan  bantuan admin dari sy berhubung saya gunakan aplikasi ini dlm belajar online 
"Sebelumnya maaf, Kenapa edling udha di ubdate tapi tidak ada notifikasi, malahan edlinya lebih memburuk dari sebelumnya.. 🙏🙏🙏🙏",2,Negatif,sebelumnya maaf kenapa edling udha di ubdate tapi tidak ada notifikasi malahan edlinya lebih memburuk dari sebelumnya 
"Kenapa saya download lagi gak bisa,, tolong donk kak soalnya msih buat kuliah",2,Negatif,kenapa saya download lagi gak bisa tolong donk kak soalnya msih buat kuliah
"Setelah update malah memburuk, gk ada notifikasi masuk ke hp sama sekali. Tolong perbaiki",1,Negatif,setelah update malah memburuk gk ada notifikasi masuk ke hp sama sekali tolong perbaiki
Kak saya ada masalah diaplikasi edlink susa untuk mengirim file dan file yg ada diedlink susa sihapus itu gimna ya kak,1,Negatif,kak saya ada masalah diaplikasi edlink susa untuk mengirim file dan file yg ada diedlink susa sihapus itu gimna ya kak
"Ka saya mau kirim file dokumen , tapi dokumennya gk bsa di ketemukan itu kenapa ya ? Padahal di dokumen whatsap dokumen lainya udh tersimpan ...",5,Positif,ka saya mau kirim file dokumen  tapi dokumennya gk bsa di ketemukan itu kenapa ya  padahal di dokumen whatsap dokumen lainya udh tersimpan 
"Mohon maaf kepada admin. Kenapa edlinknya error sedari tadi, apa sedang dalam perbaikan untuk update? Tapi, di mohon sebelum jam 8 sudah tidak error lagi, jawaban-jawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca. Terima kasih",4,Positif,mohon maaf kepada admin kenapa edlinknya error sedari tadi apa sedang dalam perbaikan untuk update tapi di mohon sebelum jam  sudah tidak error lagi jawabanjawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca terima kasih
Mohon perbaikan ny nilai saya ambruk. Karena soal2 yg muncul ke edlink. Sama semua ggk ada bedahnya. Setelah konfirmasi Jawab. Baru kembali membaik pertanyaannya. PHP 😭,1,Negatif,mohon perbaikan ny nilai saya ambruk karena soal yg muncul ke edlink sama semua ggk ada bedahnya setelah konfirmasi jawab baru kembali membaik pertanyaannya php 
"K ada tugas di edlink, terus gurunya minta jawabannya dikirim tapi hanya link nya aja, jdi gimana cara ngirim link nya ? Harus ufload filenya dlu atau gmna, soalnya dari tadi biar dapet link nya gk tau dmna, please jawab, malam ini terakhir",5,Positif,k ada tugas di edlink terus gurunya minta jawabannya dikirim tapi hanya link nya aja jdi gimana cara ngirim link nya  harus ufload filenya dlu atau gmna soalnya dari tadi biar dapet link nya gk tau dmna please jawab malam ini terakhir
Gabisa di update Makin lama makin parah aja edlink ni,1,Negatif,gabisa di update makin lama makin parah aja edlink ni
"To kenp beberapa hari ini saya g bisa buka edlink,akhirnya saya ketinggalan dgn peljaran dan tugas kuliah.terimakasih",5,Positif,to kenp beberapa hari ini saya g bisa buka edlinkakhirnya saya ketinggalan dgn peljaran dan tugas kuliahterimakasih
Kalo bisa gausah lah di upgrade2 .eror kali ntahapa pun . Abis aplikasi di hp ku loh semua kuhapus gara2 upgrade . Tolong lah yaa .jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade2 . Capek kali loh .belum lagi pas di buka loading,1,Negatif,kalo bisa gausah lah di upgrade eror kali ntahapa pun  abis aplikasi di hp ku loh semua kuhapus gara upgrade  tolong lah yaa jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade  capek kali loh belum lagi pas di buka loading
Gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu,2,Negatif,gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu
Semakin kurang baik dan Eror terus kadang bisa kadang enggak.pas dadline mepet eh EROR.,5,Positif,semakin kurang baik dan eror terus kadang bisa kadang enggakpas dadline mepet eh eror
"Belajar online denagn mudah. Namun kadang aplikasi edlink ada kendala, susah masuk ke aplikasi edlink",4,Positif,belajar online denagn mudah namun kadang aplikasi edlink ada kendala susah masuk ke aplikasi edlink
"Apk nya sering bnget eror, dikit2 install lagi.. update lagi..🤦🏻‍♀️",1,Negatif,apk nya sering bnget eror dikit install lagi update lagi
"update yg saat ini banyak gangguan,' semoga bisa cepat di perbaharui kmbali,,agar bisa lebih baik untuk di gunakan,",1,Negatif,update yg saat ini banyak gangguan semoga bisa cepat di perbaharui kmbaliagar bisa lebih baik untuk di gunakan
Lain kali permudah sistem donwload untuk android sama. Bisa ngecek siapa yg udah ngumpulin via Android,5,Positif,lain kali permudah sistem donwload untuk android sama bisa ngecek siapa yg udah ngumpulin via android
Sekedar saran Jagan selalu update aplikasi yaa min karna ramx hp sudah penuh hehee,1,Negatif,sekedar saran jagan selalu update aplikasi yaa min karna ramx hp sudah penuh hehee
"Sangat membantu. Kalau boleh saran, buatkan tampilan agar bisa menjawab komentar orang lain. Dan orang tersebut mendapat notifikasinya (Seperti Facebook). Terima kasih",4,Positif,sangat membantu kalau boleh saran buatkan tampilan agar bisa menjawab komentar orang lain dan orang tersebut mendapat notifikasinya seperti facebook terima kasih
"Min kok makin lama edlink ini kok makin gak bagus ya, notifikasi pemberitahuan tidak pernah muncul, jari sampai sampai saya tertinggal kuliah. Mohon di perbaiki lagi ya",1,Negatif,min kok makin lama edlink ini kok makin gak bagus ya notifikasi pemberitahuan tidak pernah muncul jari sampai sampai saya tertinggal kuliah mohon di perbaiki lagi ya
"Suka error gabisa dibuka, loading mulu gabisa masuk jadinya saya suka tidak ikut kelas dan susah mengumpulkan tugas yg dikumpulkan di edlink. Sekarang sudah tidak ada notifikasi. Mohon diperbaiki segera, terimaksih",1,Negatif,suka error gabisa dibuka loading mulu gabisa masuk jadinya saya suka tidak ikut kelas dan susah mengumpulkan tugas yg dikumpulkan di edlink sekarang sudah tidak ada notifikasi mohon diperbaiki segera terimaksih
"Gara² aplikasi ini tidur saya tidak nyenyak, makan tidak enak, pikiran saya jadi pusing. Makasih lah buat yang udh buat aplikasi ini.",5,Positif,gara aplikasi ini tidur saya tidak nyenyak makan tidak enak pikiran saya jadi pusing makasih lah buat yang udh buat aplikasi ini
Edlink sangat membantu saya dalam proses belajar Dan juga banyak menginformasikan ilmu lewat hal -hal pendidikan yang dibagikan diedlink.,5,Positif,edlink sangat membantu saya dalam proses belajar dan juga banyak menginformasikan ilmu lewat hal hal pendidikan yang dibagikan diedlink
"Bagus sekali apknya ,cuma kadang suka eror tetapi harus di perbaharui lagi baru bagus lagi",4,Positif,bagus sekali apknya cuma kadang suka eror tetapi harus di perbaharui lagi baru bagus lagi
Edlink baru minta update kok rada2 error' gak mau kebuka beranda nya..🤦,1,Negatif,edlink baru minta update kok rada error gak mau kebuka beranda nya
Ada notif minta update. Klik lah update. Ga bs2. Akhirnya uninstal. Coba download lg. Eror ga bs dondload2. Sinyak bagus tpi ga bs download jg. Sinyal muter2 dr smlm. Udah coba direstrt hp ny ttp ga bs. Super bad jelek sejeelek2nya !!!!!!,1,Negatif,ada notif minta update klik lah update ga bs akhirnya uninstal coba download lg eror ga bs dondload sinyak bagus tpi ga bs download jg sinyal muter dr smlm udah coba direstrt hp ny ttp ga bs super bad jelek sejeeleknya 
Aplikasi ini sangat bermanfaat dan membantu saya dalam proses kuliah. Love edlink,5,Positif,aplikasi ini sangat bermanfaat dan membantu saya dalam proses kuliah love edlink
Ini kenapa gak bisa buka tugas sama kolom komentar. Aku instal ulang juga lama progresnya. Kirain kuota ku tapi buka YouTube lancar lancar aja tolong dong ini urgent mau kuisss ni😭😭😭😭,1,Negatif,ini kenapa gak bisa buka tugas sama kolom komentar aku instal ulang juga lama progresnya kirain kuota ku tapi buka youtube lancar lancar aja tolong dong ini urgent mau kuisss ni
"Min tolong buat penyimpanan personalnya kan cuma 100 MB, tambahin kapasitasnya yaa, soalnya kalau upload tugas kadang gk bisaa, karena udah full penyimpanannya, kalau yg udah ke upload di hapus, nanti tugas yg dlunya dikirim malah hilang 😭",4,Positif,min tolong buat penyimpanan personalnya kan cuma  mb tambahin kapasitasnya yaa soalnya kalau upload tugas kadang gk bisaa karena udah full penyimpanannya kalau yg udah ke upload di hapus nanti tugas yg dlunya dikirim malah hilang 
"User interface ribet, tidak bersahabat dengan pengguna. Dan tidak bisa mengunduh file materi",1,Negatif,user interface ribet tidak bersahabat dengan pengguna dan tidak bisa mengunduh file materi
terdapat kesalahan pada saat saya mau membuka coment pasti loadingnya lama dan setelah itu langsung saja kembali ke layar utama,4,Positif,terdapat kesalahan pada saat saya mau membuka coment pasti loadingnya lama dan setelah itu langsung saja kembali ke layar utama
"Nggak bisa di buka loading terus pada hal internet lancar, mau ngumpulin tugas kuliah nggak bisa, mohon di perbaiki",1,Negatif,nggak bisa di buka loading terus pada hal internet lancar mau ngumpulin tugas kuliah nggak bisa mohon di perbaiki
Edlink sangat membantu selama perkuliahan online ..Terima Kasih edlink,5,Positif,edlink sangat membantu selama perkuliahan online terima kasih edlink
Makin hari edlink makin rusak bahkan notifikasi tidak berfungsi sama sekali saya jadi lambat kuliah dan lambat mengumpulkan tugas Dikarenakan Notifikasi yang rusak,1,Negatif,makin hari edlink makin rusak bahkan notifikasi tidak berfungsi sama sekali saya jadi lambat kuliah dan lambat mengumpulkan tugas dikarenakan notifikasi yang rusak
Mantap luar biasa....tapi kadang2 susah pas aplod tugas,5,Positif,mantap luar biasatapi kadang susah pas aplod tugas
Terimakasih atas pembaruannya Jadi semakin mudah,5,Positif,terimakasih atas pembaruannya jadi semakin mudah
Kenapa wdlink saya gak bisa d buka Cuman gambarnya aja.apa solusi nya,1,Negatif,kenapa wdlink saya gak bisa d buka cuman gambarnya ajaapa solusi nya
"Dulu saya pernah mendaftarkan Edlink terus sudah lama tidak saya pakek terus ini saya ganti hp saya login ke akun lama saya tidak bisa terus saya daftar ulang tulisannya sudah terdaftar ini emang gak boleh pakek edlink ya saya, saya juga sudah kirim email juga",1,Negatif,dulu saya pernah mendaftarkan edlink terus sudah lama tidak saya pakek terus ini saya ganti hp saya login ke akun lama saya tidak bisa terus saya daftar ulang tulisannya sudah terdaftar ini emang gak boleh pakek edlink ya saya saya juga sudah kirim email juga
"Keren bgt, dan permudah mahasiswa utk belajar secara OL.",5,Positif,keren bgt dan permudah mahasiswa utk belajar secara ol
"Memilih metode absensinya error, tidak bisa dipencet pilihannya, mohon developer segera memperbaikinya",4,Positif,memilih metode absensinya error tidak bisa dipencet pilihannya mohon developer segera memperbaikinya
"Aplikasinya sering error', padahal sinyal saya bagus tetapi tertulis periksa jaringan anda . Saya mau absen jd susah. Tolong diperbaiki",2,Negatif,aplikasinya sering error padahal sinyal saya bagus tetapi tertulis periksa jaringan anda  saya mau absen jd susah tolong diperbaiki
Kenapa selalu error gitu sih?? kuliah terbengkalai kalau begini terus. Mohon tindakan agar kedepannya bisa lebih baik,1,Negatif,kenapa selalu error gitu sih kuliah terbengkalai kalau begini terus mohon tindakan agar kedepannya bisa lebih baik
"Sering Error,trus minta update terus",1,Negatif,sering errortrus minta update terus
Saya kasih bintang satu karna sering banget di minta update kalu satu bulan 1 kali gak papa tapi ini satu bulan bisa 2 kali😣,1,Negatif,saya kasih bintang satu karna sering banget di minta update kalu satu bulan  kali gak papa tapi ini satu bulan bisa  kali
Kenapa edlinknya tidak bisa diperbaharui?,5,Positif,kenapa edlinknya tidak bisa diperbaharui
