content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Kalo lgi ngrjain quiz terus sinyal ny jelek, jawaban ga msuk jdi nilai quizz kecil. Knp ga msuk saya udh cape2 mikir jwban ga msuk!",1,Negatif,kalo lgi ngrjain quiz terus sinyal ny jelek jawaban ga msuk jdi nilai quizz kecil knp ga msuk saya udh cape mikir jwban ga msuk,kalo lgi ngrjain quiz sinyal ny jelek ga msuk jdi nilai quizz knp ga msuk udh cape mikir jwban ga msuk,"['kalo', 'lgi', 'ngrjain', 'quiz', 'sinyal', 'ny', 'jelek', 'ga', 'msuk', 'jdi', 'nilai', 'quizz', 'knp', 'ga', 'msuk', 'udh', 'cape', 'mikir', 'jwban', 'ga', 'msuk']",kalo lgi ngrjain quiz sinyal ny jelek ga msuk jdi nilai quizz knp ga msuk udh cape mikir jwban ga msuk
"Beberapa kali update tetap saja banyak eror sistem, baik aplikasi maupun web nya kacau",1,Negatif,beberapa kali update tetap saja banyak eror sistem baik aplikasi maupun web nya kacau,kali update eror sistem aplikasi web nya kacau,"['kali', 'update', 'eror', 'sistem', 'aplikasi', 'web', 'nya', 'kacau']",kali update eror sistem aplikasi web nya kacau
"Halo aplikasi anda bikin sangat lh mengecewakan,saya update ke versi terbaru tiba² error,gimana mau maju pendidikan indonesia ini saat pandemi, sedangkan aplikasi buatan Indonesia aja buruk dan tidak bagus",1,Negatif,halo aplikasi anda bikin sangat lh mengecewakansaya update ke versi terbaru tiba errorgimana mau maju pendidikan indonesia ini saat pandemi sedangkan aplikasi buatan indonesia aja buruk dan tidak bagus,halo aplikasi bikin lh mengecewakansaya update versi terbaru errorgimana maju pendidikan indonesia pandemi aplikasi buatan indonesia aja buruk bagus,"['halo', 'aplikasi', 'bikin', 'lh', 'mengecewakansaya', 'update', 'versi', 'terbaru', 'errorgimana', 'maju', 'pendidikan', 'indonesia', 'pandemi', 'aplikasi', 'buatan', 'indonesia', 'aja', 'buruk', 'bagus']",halo aplikasi bikin lh mengecewakansaya update versi baru errorgimana maju didik indonesia pandemi aplikasi buat indonesia aja buruk bagus
"Tidak bisa mengunduh materi, tidak bisa di update, mohon di perbaiki 🙏",1,Negatif,tidak bisa mengunduh materi tidak bisa di update mohon di perbaiki ,mengunduh materi update mohon perbaiki,"['mengunduh', 'materi', 'update', 'mohon', 'perbaiki']",unduh materi update mohon baik
"Setiap hari harus di perbaharui terus ,,,, terus gk bisa upload file lagi,,,",1,Negatif,setiap hari harus di perbaharui terus  terus gk bisa upload file lagi,perbaharui gk upload file,"['perbaharui', 'gk', 'upload', 'file']",baharu gk upload file
"Mohon Agar Developer apk nya lebih perhatian ke apklikasi nya,ini emang sistem pengaturan cuma ada 2 saja kah atau gimana,Sering""lah perbaik bug 😐",2,Negatif,mohon agar developer apk nya lebih perhatian ke apklikasi nyaini emang sistem pengaturan cuma ada  saja kah atau gimanaseringlah perbaik bug ,mohon developer apk nya perhatian apklikasi nyaini emang sistem pengaturan kah gimanaseringlah perbaik bug,"['mohon', 'developer', 'apk', 'nya', 'perhatian', 'apklikasi', 'nyaini', 'emang', 'sistem', 'pengaturan', 'kah', 'gimanaseringlah', 'perbaik', 'bug']",mohon developer apk nya perhati apklikasi nyaini emang sistem atur kah gimanaseringlah baik bug
Sya kasih bintang satu karena aplikasi ini hampir tiap saat update tapi tidak ada perubahan yang signifikan ...buruk,1,Negatif,sya kasih bintang satu karena aplikasi ini hampir tiap saat update tapi tidak ada perubahan yang signifikan buruk,sya kasih bintang aplikasi update perubahan signifikan buruk,"['sya', 'kasih', 'bintang', 'aplikasi', 'update', 'perubahan', 'signifikan', 'buruk']",sya kasih bintang aplikasi update ubah signifikan buruk
Semenjak di upgrade jadi makin susah dan selalu minta diUpgrade terus menerus 👎,1,Negatif,semenjak di upgrade jadi makin susah dan selalu minta diupgrade terus menerus ,semenjak upgrade susah diupgrade menerus,"['semenjak', 'upgrade', 'susah', 'diupgrade', 'menerus']",semenjak upgrade susah diupgrade terus
"Update mulu garing, mana sering nge down, kadang banyak error.. Ayo lah lebih baik lagi.",1,Negatif,update mulu garing mana sering nge down kadang banyak error ayo lah lebih baik lagi,update mulu garing nge down kadang error ayo,"['update', 'mulu', 'garing', 'nge', 'down', 'kadang', 'error', 'ayo']",update mulu garing nge down kadang error ayo
"Aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim file,gimana ya",5,Positif,aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim filegimana ya,aplikasi membantu binggung mengirim file update gak ngirim filegimana ya,"['aplikasi', 'membantu', 'binggung', 'mengirim', 'file', 'update', 'gak', 'ngirim', 'filegimana', 'ya']",aplikasi bantu binggung kirim file update gak ngirim filegimana ya
"Pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya. Pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya 3 hari sebelum dedline, sinyal ga ada masalah juga",1,Negatif,pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya  hari sebelum dedline sinyal ga ada masalah juga,pas diupdate mo ngumpulin tugas ga kesampean dosennya pas liat edlink tugasnya dikirim pas beres dedline ngirim tugasnya dedline sinyal ga,"['pas', 'diupdate', 'mo', 'ngumpulin', 'tugas', 'ga', 'kesampean', 'dosennya', 'pas', 'liat', 'edlink', 'tugasnya', 'dikirim', 'pas', 'beres', 'dedline', 'ngirim', 'tugasnya', 'dedline', 'sinyal', 'ga']",pas diupdate mo ngumpulin tugas ga sampean dosen pas liat edlink tugas kirim pas beres dedline ngirim tugas dedline sinyal ga
"Tolong lah , di buat versi lama aja , susah mengirim tugas file nya gak bisa di unduh , selalu lelet kalo buka edlink setelah di instal ke versi baru , versi lama udah bagus kali menurut ku , jan di ganti"" lah tolong",1,Negatif,tolong lah  di buat versi lama aja  susah mengirim tugas file nya gak bisa di unduh  selalu lelet kalo buka edlink setelah di instal ke versi baru  versi lama udah bagus kali menurut ku  jan di ganti lah tolong,tolong versi aja susah mengirim tugas file nya gak unduh lelet kalo buka edlink instal versi versi udah bagus kali ku jan ganti tolong,"['tolong', 'versi', 'aja', 'susah', 'mengirim', 'tugas', 'file', 'nya', 'gak', 'unduh', 'lelet', 'kalo', 'buka', 'edlink', 'instal', 'versi', 'versi', 'udah', 'bagus', 'kali', 'ku', 'jan', 'ganti', 'tolong']",tolong versi aja susah kirim tugas file nya gak unduh lelet kalo buka edlink instal versi versi udah bagus kali ku jan ganti tolong
File buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali,1,Negatif,file buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali,file uplod edlink ga dibuka kecewa mengganggu nilai kecewa,"['file', 'uplod', 'edlink', 'ga', 'dibuka', 'kecewa', 'mengganggu', 'nilai', 'kecewa']",file uplod edlink ga buka kecewa ganggu nilai kecewa
"Kenapa update terus yah apk nya ? Padahal baru kemaren di update , sekarang udah update lagi",1,Negatif,kenapa update terus yah apk nya  padahal baru kemaren di update  sekarang udah update lagi,update yah apk nya kemaren update udah update,"['update', 'yah', 'apk', 'nya', 'kemaren', 'update', 'udah', 'update']",update yah apk nya kemaren update udah update
"kok semenjak update,kok gak bisa kirim tugas sih?hapus file di edlink aja gakbisa!!tolong nih di benahi lagi!!",1,Negatif,kok semenjak updatekok gak bisa kirim tugas sihhapus file di edlink aja gakbisatolong nih di benahi lagi,semenjak updatekok gak kirim tugas sihhapus file edlink aja gakbisatolong nih benahi,"['semenjak', 'updatekok', 'gak', 'kirim', 'tugas', 'sihhapus', 'file', 'edlink', 'aja', 'gakbisatolong', 'nih', 'benahi']",semenjak updatekok gak kirim tugas sihhapus file edlink aja gakbisatolong nih benah
"Saya ketinggalan tugas kuliah Gara-gara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa"", Update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa. MOHON SEGERA DIPERBAIKI",2,Negatif,saya ketinggalan tugas kuliah garagara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa mohon segera diperbaiki,ketinggalan tugas kuliah garagara edlink menemukan file pdf berkonsultasi dosen edlink dosen nya update kali edlink mendownload materi nya mohon diperbaiki,"['ketinggalan', 'tugas', 'kuliah', 'garagara', 'edlink', 'menemukan', 'file', 'pdf', 'berkonsultasi', 'dosen', 'edlink', 'dosen', 'nya', 'update', 'kali', 'edlink', 'mendownload', 'materi', 'nya', 'mohon', 'diperbaiki']",tinggal tugas kuliah garagara edlink temu file pdf konsultasi dosen edlink dosen nya update kali edlink mendownload materi nya mohon baik
kenapa tidak bisa upload file min. dan tidak kebaca semua file di saya,1,Negatif,kenapa tidak bisa upload file min dan tidak kebaca semua file di saya,upload file min kebaca file,"['upload', 'file', 'min', 'kebaca', 'file']",upload file min baca file
Serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt Dah lah,1,Negatif,serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt dah lah,serba susah nya aplikasi nya lagg ngirim tugas telatt dah,"['serba', 'susah', 'nya', 'aplikasi', 'nya', 'lagg', 'ngirim', 'tugas', 'telatt', 'dah']",serba susah nya aplikasi nya lagg ngirim tugas telatt dah
Ini setelah update kenapa jadi tidak bisa kirim file ya? File yang ada tidak bisa di submit. Tolong segera diperbaiki ini sangat menghambat,1,Negatif,ini setelah update kenapa jadi tidak bisa kirim file ya file yang ada tidak bisa di submit tolong segera diperbaiki ini sangat menghambat,update kirim file ya file submit tolong diperbaiki menghambat,"['update', 'kirim', 'file', 'ya', 'file', 'submit', 'tolong', 'diperbaiki', 'menghambat']",update kirim file ya file submit tolong baik hambat
Knp aplikasinya tidak bisa membaca file documen,1,Negatif,knp aplikasinya tidak bisa membaca file documen,knp aplikasinya membaca file documen,"['knp', 'aplikasinya', 'membaca', 'file', 'documen']",knp aplikasi baca file documen
"Ini kenapa setelah didownload malah jadi tidak ada di file sih. Login pake akun siakad juga gak masuk2, jangan bikin negthink dong",2,Negatif,ini kenapa setelah didownload malah jadi tidak ada di file sih login pake akun siakad juga gak masuk jangan bikin negthink dong,didownload file sih login pake akun siakad gak masuk bikin negthink,"['didownload', 'file', 'sih', 'login', 'pake', 'akun', 'siakad', 'gak', 'masuk', 'bikin', 'negthink']",didownload file sih login pake akun siakad gak masuk bikin negthink
"Setelah di update,kinerja apknya malah menurun👎",1,Negatif,setelah di updatekinerja apknya malah menurun,updatekinerja apknya menurun,"['updatekinerja', 'apknya', 'menurun']",updatekinerja apknya turun
"Barusan udah update, eh malah pas mau ngirim tugas gk bisa, gk kebaca atau gk ditemukan gitu file nya, gmna sih iniiii malah bntar lagi deadline takut terus gini",2,Negatif,barusan udah update eh malah pas mau ngirim tugas gk bisa gk kebaca atau gk ditemukan gitu file nya gmna sih iniiii malah bntar lagi deadline takut terus gini,barusan udah update eh pas ngirim tugas gk gk kebaca gk ditemukan gitu file nya gmna sih iniiii bntar deadline takut gini,"['barusan', 'udah', 'update', 'eh', 'pas', 'ngirim', 'tugas', 'gk', 'gk', 'kebaca', 'gk', 'ditemukan', 'gitu', 'file', 'nya', 'gmna', 'sih', 'iniiii', 'bntar', 'deadline', 'takut', 'gini']",barusan udah update eh pas ngirim tugas gk gk baca gk temu gitu file nya gmna sih iniiii bntar deadline takut gin
"Halo mimin, boleh tanya. Kenapa begitu selesai update aplikasi forum kelasnya tidak muncul , padahal di Edlink web nyata2 ada. Udah saya log out ulang, juga install ulang masih tidak berhasil. Bagaimana ini?",5,Positif,halo mimin boleh tanya kenapa begitu selesai update aplikasi forum kelasnya tidak muncul  padahal di edlink web nyata ada udah saya log out ulang juga install ulang masih tidak berhasil bagaimana ini,halo mimin selesai update aplikasi forum kelasnya muncul edlink web nyata udah log out ulang install ulang berhasil,"['halo', 'mimin', 'selesai', 'update', 'aplikasi', 'forum', 'kelasnya', 'muncul', 'edlink', 'web', 'nyata', 'udah', 'log', 'out', 'ulang', 'install', 'ulang', 'berhasil']",halo mimin selesai update aplikasi forum kelas muncul edlink web nyata udah log out ulang install ulang hasil
"Banyak bugnya, filenya banyak yang nggak kebaca",1,Negatif,banyak bugnya filenya banyak yang nggak kebaca,bugnya filenya nggak kebaca,"['bugnya', 'filenya', 'nggak', 'kebaca']",bugnya filenya nggak baca
"Setelah saya update edlink ke versi terbaru, saya tidak bisa mendownload materi. Saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa. Mohon dijawab karena ini penting untuk perkuliahan saya.",1,Negatif,setelah saya update edlink ke versi terbaru saya tidak bisa mendownload materi saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa mohon dijawab karena ini penting untuk perkuliahan saya,update edlink versi terbaru mendownload materi mengikuti diberitahu admim menghapus data aplikasi edlink mohon perkuliahan,"['update', 'edlink', 'versi', 'terbaru', 'mendownload', 'materi', 'mengikuti', 'diberitahu', 'admim', 'menghapus', 'data', 'aplikasi', 'edlink', 'mohon', 'perkuliahan']",update edlink versi baru mendownload materi ikut diberitahu admim hapus data aplikasi edlink mohon kuliah
"Setelah di update malah makin kacau. Buka materi yg isinya video youtube ga bisa, buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbarui,cuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf",1,Negatif,setelah di update malah makin kacau buka materi yg isinya video youtube ga bisa buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbaruicuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf,update kacau buka materi yg isinya video youtube ga buka materi yg bentuknya pdf keterangannya hp gada aplikasi yg buka udh download dri sblum perbaruicuma buka aja ga hp aplikasi bawaan buka file pdf,"['update', 'kacau', 'buka', 'materi', 'yg', 'isinya', 'video', 'youtube', 'ga', 'buka', 'materi', 'yg', 'bentuknya', 'pdf', 'keterangannya', 'hp', 'gada', 'aplikasi', 'yg', 'buka', 'udh', 'download', 'dri', 'sblum', 'perbaruicuma', 'buka', 'aja', 'ga', 'hp', 'aplikasi', 'bawaan', 'buka', 'file', 'pdf']",update kacau buka materi yg isi video youtube ga buka materi yg bentuk pdf terang hp gada aplikasi yg buka udh download dri sblum perbaruicuma buka aja ga hp aplikasi bawa buka file pdf
"Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file",1,Negatif,habis pembaruan edlink tidak bisa baca file di hp jadi ga bisa upload file,habis pembaruan edlink baca file hp ga upload file,"['habis', 'pembaruan', 'edlink', 'baca', 'file', 'hp', 'ga', 'upload', 'file']",habis baru edlink baca file hp ga upload file
"Kenapa tidak bisa kirim file tugas ya min, file yang ada di media library juga tidak bisa dihapus, file yang ada di dokumen ponsel juga tidak muncul, gimana bisa up min kalo gini??? Mohon dibenarkan ya min apknya, terimakasih",1,Negatif,kenapa tidak bisa kirim file tugas ya min file yang ada di media library juga tidak bisa dihapus file yang ada di dokumen ponsel juga tidak muncul gimana bisa up min kalo gini mohon dibenarkan ya min apknya terimakasih,kirim file tugas ya min file media library dihapus file dokumen ponsel muncul gimana up min kalo gini mohon dibenarkan ya min apknya terimakasih,"['kirim', 'file', 'tugas', 'ya', 'min', 'file', 'media', 'library', 'dihapus', 'file', 'dokumen', 'ponsel', 'muncul', 'gimana', 'up', 'min', 'kalo', 'gini', 'mohon', 'dibenarkan', 'ya', 'min', 'apknya', 'terimakasih']",kirim file tugas ya min file media library hapus file dokumen ponsel muncul gimana up min kalo gin mohon benar ya min apknya terimakasih
"Kenapaa setelah di-update tidak bisa untuk mengunduh file,mengirim file? Mohon bantuannya",1,Negatif,kenapaa setelah diupdate tidak bisa untuk mengunduh filemengirim file mohon bantuannya,kenapaa diupdate mengunduh filemengirim file mohon bantuannya,"['kenapaa', 'diupdate', 'mengunduh', 'filemengirim', 'file', 'mohon', 'bantuannya']",kenapaa diupdate unduh filemengirim file mohon bantu
"Tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store, udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺, klo sistem itu baik baru aku ganti bintangnya",1,Negatif,tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting klo sistem itu baik baru aku ganti bintangnya,tolong edlink knp tdk buka file apapun memiliki aplikasi apapun membuka file silahkan cari play store udah pasang aplikasi file smang gimana klo file klo sistem ganti bintangnya,"['tolong', 'edlink', 'knp', 'tdk', 'buka', 'file', 'apapun', 'memiliki', 'aplikasi', 'apapun', 'membuka', 'file', 'silahkan', 'cari', 'play', 'store', 'udah', 'pasang', 'aplikasi', 'file', 'smang', 'gimana', 'klo', 'file', 'klo', 'sistem', 'ganti', 'bintangnya']",tolong edlink knp tdk buka file apa milik aplikasi apa buka file silah cari play store udah pasang aplikasi file smang gimana klo file klo sistem ganti bintang
"Mohon maaf, kenapa di saya matakuliah akademiknya kosong ya. Saya jadi gk bisa ngirim tugas 🙏",2,Negatif,mohon maaf kenapa di saya matakuliah akademiknya kosong ya saya jadi gk bisa ngirim tugas ,mohon maaf matakuliah akademiknya kosong ya gk ngirim tugas,"['mohon', 'maaf', 'matakuliah', 'akademiknya', 'kosong', 'ya', 'gk', 'ngirim', 'tugas']",mohon maaf matakuliah akademik kosong ya gk ngirim tugas
"Halo min. Mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file. Ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan. Sebelumnya ada peringatan perbarui edlink, setelah saya perbarui jadi gak bisa buat ngunduh. Mohon bantuannya min🙏",5,Positif,halo min mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan sebelumnya ada peringatan perbarui edlink setelah saya perbarui jadi gak bisa buat ngunduh mohon bantuannya min,halo min ya edlink mengunduh file pemberitahuan terunduh cek unduhan peringatan perbarui edlink perbarui gak ngunduh mohon bantuannya min,"['halo', 'min', 'ya', 'edlink', 'mengunduh', 'file', 'pemberitahuan', 'terunduh', 'cek', 'unduhan', 'peringatan', 'perbarui', 'edlink', 'perbarui', 'gak', 'ngunduh', 'mohon', 'bantuannya', 'min']",halo min ya edlink unduh file pemberitahuan unduh cek unduh ingat baru edlink baru gak ngunduh mohon bantu min
"Untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll, sedangkan saya sudah ada WPS yg bisa membaca pdf dll. Saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh.",2,Negatif,untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll sedangkan saya sudah ada wps yg bisa membaca pdf dll saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh,update terbaru knp pas unduh materi tugas bacaan download perangkat yg membaca pdf dll wps yg membaca pdf dll mencoba apk membaca pdf dll tpi ttp ter unduh,"['update', 'terbaru', 'knp', 'pas', 'unduh', 'materi', 'tugas', 'bacaan', 'download', 'perangkat', 'yg', 'membaca', 'pdf', 'dll', 'wps', 'yg', 'membaca', 'pdf', 'dll', 'mencoba', 'apk', 'membaca', 'pdf', 'dll', 'tpi', 'ttp', 'ter', 'unduh']",update baru knp pas unduh materi tugas baca download perangkat yg baca pdf dll wps yg baca pdf dll coba apk baca pdf dll tpi ttp ter unduh
Ini knp si min . Udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,1,Negatif,ini knp si min  udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,knp si min udh instal ulang copot pasang gk download materi astaga,"['knp', 'si', 'min', 'udh', 'instal', 'ulang', 'copot', 'pasang', 'gk', 'download', 'materi', 'astaga']",knp si min udh instal ulang copot pasang gk download materi astaga
"Setelah diperbarui kenapa gabisa buat ngirim tugas sih, tugas ga kekirim kirim help me",1,Negatif,setelah diperbarui kenapa gabisa buat ngirim tugas sih tugas ga kekirim kirim help me,diperbarui gabisa ngirim tugas sih tugas ga kekirim kirim help me,"['diperbarui', 'gabisa', 'ngirim', 'tugas', 'sih', 'tugas', 'ga', 'kekirim', 'kirim', 'help', 'me']",baru gabisa ngirim tugas sih tugas ga kirim kirim help me
"suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana? di cari cari kga ada ada, ada yg bisa langsung minta save, tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana",2,Negatif,suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana di cari cari kga ada ada ada yg bisa langsung minta save tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana,suka bingung kalo laptop berkas hasil downloadan nya pergi kemana cari cari kga yg langsung save tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana,"['suka', 'bingung', 'kalo', 'laptop', 'berkas', 'hasil', 'downloadan', 'nya', 'pergi', 'kemana', 'cari', 'cari', 'kga', 'yg', 'langsung', 'save', 'tpi', 'kebanyakan', 'bacaannya', 'doang', 'terunduh', 'tpi', 'berkasnya', 'gatau', 'kemana']",suka bingung kalo laptop berkas hasil downloadan nya pergi mana cari cari kga yg langsung save tpi banyak baca doang unduh tpi berkas gatau mana
Admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,1,Negatif,admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,admin masuk daftar anggota tugas disitu forum nya muncul kelas admin gimana kena imbasnya dosen,"['admin', 'masuk', 'daftar', 'anggota', 'tugas', 'disitu', 'forum', 'nya', 'muncul', 'kelas', 'admin', 'gimana', 'kena', 'imbasnya', 'dosen']",admin masuk daftar anggota tugas situ forum nya muncul kelas admin gimana kena imbas dosen
Mengapa file PDF nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen?,2,Negatif,mengapa file pdf nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen,file pdf nya unduh buka mohon bantuannya min materi pnting dosen,"['file', 'pdf', 'nya', 'unduh', 'buka', 'mohon', 'bantuannya', 'min', 'materi', 'pnting', 'dosen']",file pdf nya unduh buka mohon bantu min materi pnting dosen
"Tolong untuk edlink web nya diperbaikin dong, sekarang di edlink web kita tidak masuk kelas akademik, dan juga mengumpulkan tugas",2,Negatif,tolong untuk edlink web nya diperbaikin dong sekarang di edlink web kita tidak masuk kelas akademik dan juga mengumpulkan tugas,tolong edlink web nya diperbaikin edlink web masuk kelas akademik mengumpulkan tugas,"['tolong', 'edlink', 'web', 'nya', 'diperbaikin', 'edlink', 'web', 'masuk', 'kelas', 'akademik', 'mengumpulkan', 'tugas']",tolong edlink web nya diperbaikin edlink web masuk kelas akademik kumpul tugas
Tidak mendapatkann kode verifikasi di email untuk mendaftar.,1,Negatif,tidak mendapatkann kode verifikasi di email untuk mendaftar,mendapatkann kode verifikasi email mendaftar,"['mendapatkann', 'kode', 'verifikasi', 'email', 'mendaftar']",mendapatkann kode verifikasi email daftar
"Tolong perbaiki ya, mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email. Terima kasih",1,Negatif,tolong perbaiki ya mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email terima kasih,tolong perbaiki ya akun kendala nya kode verifikasi gak terkirim email terima kasih,"['tolong', 'perbaiki', 'ya', 'akun', 'kendala', 'nya', 'kode', 'verifikasi', 'gak', 'terkirim', 'email', 'terima', 'kasih']",tolong baik ya akun kendala nya kode verifikasi gak kirim email terima kasih
"Kode verifikasi tidak masuk, sudah saya kirim beberap kali tetep aja. Susah untuk daftar. Sudah beberapa email yang saya pakai tetep saja sulit",1,Negatif,kode verifikasi tidak masuk sudah saya kirim beberap kali tetep aja susah untuk daftar sudah beberapa email yang saya pakai tetep saja sulit,kode verifikasi masuk kirim beberap kali tetep aja susah daftar email pakai tetep sulit,"['kode', 'verifikasi', 'masuk', 'kirim', 'beberap', 'kali', 'tetep', 'aja', 'susah', 'daftar', 'email', 'pakai', 'tetep', 'sulit']",kode verifikasi masuk kirim beberap kali tetep aja susah daftar email pakai tetep sulit
Bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 😆😆😆,5,Positif,bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya ,bagus semangat ya mengembangkan aplikasi nya semoga kaya,"['bagus', 'semangat', 'ya', 'mengembangkan', 'aplikasi', 'nya', 'semoga', 'kaya']",bagus semangat ya kembang aplikasi nya moga kaya
"Penyimpanan opsional terlalu dikit, semoga kedepannya bisa di tingkatkan lagi,untuk UI tampilan sudah bagus dan mudah di pahami,tapi masih ada problem error² ketika membuka aplikasi ini , Semoga kedepannya penyimpanan dan masalah error' di fix Terimakasih",5,Positif,penyimpanan opsional terlalu dikit semoga kedepannya bisa di tingkatkan lagiuntuk ui tampilan sudah bagus dan mudah di pahamitapi masih ada problem error ketika membuka aplikasi ini  semoga kedepannya penyimpanan dan masalah error di fix terimakasih,penyimpanan opsional dikit semoga kedepannya tingkatkan lagiuntuk ui tampilan bagus mudah pahamitapi problem error membuka aplikasi semoga kedepannya penyimpanan error fix terimakasih,"['penyimpanan', 'opsional', 'dikit', 'semoga', 'kedepannya', 'tingkatkan', 'lagiuntuk', 'ui', 'tampilan', 'bagus', 'mudah', 'pahamitapi', 'problem', 'error', 'membuka', 'aplikasi', 'semoga', 'kedepannya', 'penyimpanan', 'error', 'fix', 'terimakasih']",simpan opsional dikit moga depan tingkat lagiuntuk ui tampil bagus mudah pahamitapi problem error buka aplikasi moga depan simpan error fix terimakasih
Bagus dan terus tingkatkan agar lebih baik,4,Positif,bagus dan terus tingkatkan agar lebih baik,bagus tingkatkan,"['bagus', 'tingkatkan']",bagus tingkat
Kok Edlink gak bisa scroll kebawah mau liat nilai dan dan lain2nya🤔,2,Negatif,kok edlink gak bisa scroll kebawah mau liat nilai dan dan lainnya,edlink gak scroll kebawah liat nilai,"['edlink', 'gak', 'scroll', 'kebawah', 'liat', 'nilai']",edlink gak scroll bawah liat nilai
Kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,2,Negatif,kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,buka ediling web edling aplikasi koneksi aja stapil situ keretangan nya mohon priksa koneksi stabil,"['buka', 'ediling', 'web', 'edling', 'aplikasi', 'koneksi', 'aja', 'stapil', 'situ', 'keretangan', 'nya', 'mohon', 'priksa', 'koneksi', 'stabil']",buka ediling web edling aplikasi koneksi aja stapil situ keretangan nya mohon priksa koneksi stabil
